student_id,student_name,class_id,sex,dob,email,attendance
STU00709,Ly Sreyneang,CLS0382,F,2009-06-07,stu00709@school.edu.kh,75.3
STU00710,Chhun Channary,CLS0500,F,2012-01-17,stu00710@school.edu.kh,81.5
STU00711,Kong Vichea,CLS0127,M,2006-06-14,stu00711@school.edu.kh,92.3
STU00712,Prum Dalin,CLS0313,F,2011-12-30,stu00712@school.edu.kh,85.1
STU00713,Ith Kimhour,CLS0192,M,2010-04-27,stu00713@school.edu.kh,82.1
STU00714,Sorn Borath,CLS0451,M,2007-01-01,stu00714@school.edu.kh,65.8
STU00715,Pen Phirun,CLS0294,M,2009-09-29,stu00715@school.edu.kh,79.6
STU00716,Oun Sokha,CLS0243,M,2013-05-30,stu00716@school.edu.kh,71.4
STU00717,Khmer Sreymom,CLS0044,F,2008-09-03,stu00717@school.edu.kh,86.0
STU00718,Phan Samnang,CLS0152,M,2010-10-15,stu00718@school.edu.kh,87.0
STU00719,Tep Lina,CLS0449,F,2007-08-13,stu00719@school.edu.kh,61.5
STU00720,Nhem Sarath,CLS0095,M,2006-04-08,stu00720@school.edu.kh,77.5
STU00721,Sorn Sokhom,CLS0264,M,2012-03-12,stu00721@school.edu.kh,78.7
STU00722,Noun Kolab,CLS0131,F,2007-03-22,stu00722@school.edu.kh,93.0
STU00723,Ly Sreynit,CLS0344,F,2010-02-25,stu00723@school.edu.kh,94.3
STU00724,Phat Channary,CLS0268,F,2011-04-14,stu00724@school.edu.kh,79.9
STU00725,Kuy Sophy,CLS0379,F,2010-11-09,stu00725@school.edu.kh,79.4
STU00726,Keo Sothea,CLS0222,M,2007-12-18,stu00726@school.edu.kh,61.5
STU00727,Chou Chanrith,CLS0415,M,2011-06-19,stu00727@school.edu.kh,64.8
STU00728,Khmer Phearun,CLS0362,M,2010-06-13,stu00728@school.edu.kh,98.3
STU00729,Ros Sothea,CLS0393,M,2011-07-24,stu00729@school.edu.kh,98.1
STU00730,Ith Kunthea,CLS0251,F,2009-08-01,stu00730@school.edu.kh,68.7
STU00731,Sok Socheata,CLS0478,F,2007-06-27,stu00731@school.edu.kh,82.7
STU00732,Noun Thida,CLS0224,M,2009-03-28,stu00732@school.edu.kh,97.9
STU00733,Mao Leakhena,CLS0334,F,2013-10-21,stu00733@school.edu.kh,99.7
STU00734,Mouk Thida,CLS0250,M,2010-04-22,stu00734@school.edu.kh,91.2
STU00735,Ear Thida,CLS0456,M,2010-01-06,stu00735@school.edu.kh,87.3
STU00736,Ros Chanpich,CLS0140,F,2013-06-25,stu00736@school.edu.kh,99.5
STU00737,Seng Sophary,CLS0496,F,2010-11-22,stu00737@school.edu.kh,98.2
STU00738,Saom Bunna,CLS0344,M,2012-03-10,stu00738@school.edu.kh,65.0
STU00739,Nhem Borath,CLS0280,M,2008-05-15,stu00739@school.edu.kh,64.4
STU00740,Phan Dalin,CLS0204,F,2008-06-15,stu00740@school.edu.kh,85.4
STU00741,Seang Rithy,CLS0429,M,2013-04-20,stu00741@school.edu.kh,62.1
STU00742,Chou Sreymony,CLS0110,F,2008-03-25,stu00742@school.edu.kh,84.3
STU00743,Ith Reaksmey,CLS0021,F,2010-05-14,stu00743@school.edu.kh,70.7
STU00744,Hing Sokha,CLS0375,M,2011-03-09,stu00744@school.edu.kh,97.8
STU00745,Oun Chantrea,CLS0197,F,2008-07-02,stu00745@school.edu.kh,67.3
STU00746,Pov Chanreaksmey,CLS0070,F,2007-05-09,stu00746@school.edu.kh,69.2
STU00747,Him Sothea,CLS0487,M,2013-12-08,stu00747@school.edu.kh,70.4
STU00748,Saom Channary,CLS0020,F,2008-06-26,stu00748@school.edu.kh,83.4
STU00749,Phan Kunthea,CLS0076,F,2006-10-29,stu00749@school.edu.kh,83.8
STU00750,Yem Nara,CLS0191,M,2008-08-26,stu00750@school.edu.kh,67.8
STU00751,Meas Chanreaksmey,CLS0025,M,2012-05-16,stu00751@school.edu.kh,93.0
STU00752,Phan Sreyneang,CLS0085,F,2007-03-23,stu00752@school.edu.kh,63.5
STU00753,Sok Menghour,CLS0491,M,2008-09-27,stu00753@school.edu.kh,78.8
STU00754,Meas Kosal,CLS0398,M,2012-05-08,stu00754@school.edu.kh,74.7
STU00755,Saom Boramey,CLS0305,F,2014-02-21,stu00755@school.edu.kh,71.1
STU00756,Pen Borann,CLS0177,M,2013-08-08,stu00756@school.edu.kh,90.1
STU00757,Sorn Sreymab,CLS0127,F,2012-03-26,stu00757@school.edu.kh,94.3
STU00758,Ly Sreynit,CLS0470,M,2011-08-27,stu00758@school.edu.kh,74.0
STU00759,Tep Samnang,CLS0276,M,2012-08-14,stu00759@school.edu.kh,80.7
STU00760,Lim Chanreaksmey,CLS0296,F,2013-03-23,stu00760@school.edu.kh,96.9
STU00761,Ith Sreyleak,CLS0450,F,2011-12-27,stu00761@school.edu.kh,86.8
STU00762,Sar Kunthea,CLS0021,F,2006-05-20,stu00762@school.edu.kh,86.1
STU00763,Chea Kanha,CLS0205,F,2011-10-26,stu00763@school.edu.kh,91.9
STU00764,Phan Pich,CLS0480,F,2006-10-26,stu00764@school.edu.kh,67.2
STU00765,Phan Sreynich,CLS0468,F,2007-06-04,stu00765@school.edu.kh,98.4
STU00766,Tep Socheata,CLS0392,F,2010-08-08,stu00766@school.edu.kh,98.8
STU00767,Chea Borath,CLS0070,M,2012-05-12,stu00767@school.edu.kh,75.6
STU00768,Mao Sreymony,CLS0039,F,2012-02-03,stu00768@school.edu.kh,67.1
STU00769,Touch Rithy,CLS0225,M,2009-06-29,stu00769@school.edu.kh,86.4
STU00770,Him Pich,CLS0354,F,2012-07-02,stu00770@school.edu.kh,78.8
STU00771,Khem Dina,CLS0323,F,2008-06-09,stu00771@school.edu.kh,93.1
STU00772,Phan Borann,CLS0174,M,2009-01-27,stu00772@school.edu.kh,93.9
STU00773,Pov Sreynit,CLS0113,F,2008-05-31,stu00773@school.edu.kh,79.4
STU00774,Noun Dina,CLS0302,F,2010-02-05,stu00774@school.edu.kh,82.1
STU00775,Prum Lina,CLS0313,F,2010-05-09,stu00775@school.edu.kh,77.3
STU00776,Nget Sreymony,CLS0382,F,2010-11-03,stu00776@school.edu.kh,95.5
STU00777,Seng Borann,CLS0362,M,2012-02-07,stu00777@school.edu.kh,78.0
STU00778,Khem Borann,CLS0409,M,2008-11-30,stu00778@school.edu.kh,99.6
STU00779,Him Sreypov,CLS0372,F,2010-12-29,stu00779@school.edu.kh,88.3
STU00780,Khem Rithy,CLS0255,M,2007-09-02,stu00780@school.edu.kh,68.7
STU00781,Noun Vatey,CLS0387,M,2010-10-18,stu00781@school.edu.kh,94.7
STU00782,Him Kunthea,CLS0248,F,2012-08-08,stu00782@school.edu.kh,78.8
STU00783,Ly Pich,CLS0300,F,2008-06-04,stu00783@school.edu.kh,64.0
STU00784,Khem Sothea,CLS0067,M,2010-11-21,stu00784@school.edu.kh,92.0
STU00785,Keo Sreytouch,CLS0231,F,2006-11-03,stu00785@school.edu.kh,65.6
STU00786,Hing Virak,CLS0311,M,2006-05-26,stu00786@school.edu.kh,91.3
STU00787,Sorn Dalin,CLS0118,F,2011-11-09,stu00787@school.edu.kh,84.0
STU00788,Chea Sophary,CLS0049,F,2012-07-09,stu00788@school.edu.kh,87.3
STU00789,Chea Reaksmey,CLS0343,F,2006-10-17,stu00789@school.edu.kh,61.3
STU00790,Nhem Kanha,CLS0296,F,2010-08-15,stu00790@school.edu.kh,99.4
STU00791,Khem Sophy,CLS0202,F,2012-06-17,stu00791@school.edu.kh,63.0
STU00792,Saom Sreymony,CLS0124,F,2011-03-22,stu00792@school.edu.kh,63.2
STU00793,Phan Menghour,CLS0305,M,2011-08-12,stu00793@school.edu.kh,77.8
STU00794,Ith Sreypich,CLS0462,F,2010-02-14,stu00794@school.edu.kh,94.4
STU00795,Sorn Sophary,CLS0170,F,2006-07-26,stu00795@school.edu.kh,90.0
STU00796,Seang Sophy,CLS0173,F,2008-04-01,stu00796@school.edu.kh,93.2
STU00797,Heng Bunna,CLS0144,M,2011-10-25,stu00797@school.edu.kh,61.2
STU00798,Khmer Socheata,CLS0108,F,2012-12-26,stu00798@school.edu.kh,88.8
STU00799,Phan Nara,CLS0112,M,2012-08-03,stu00799@school.edu.kh,63.8
STU00800,Pov Chanreaksmey,CLS0049,M,2010-01-06,stu00800@school.edu.kh,84.7
STU00801,Lim Sophy,CLS0350,F,2013-05-24,stu00801@school.edu.kh,74.5
STU00802,Chhun Seyha,CLS0034,M,2006-07-18,stu00802@school.edu.kh,91.6
STU00803,Lim Sreynit,CLS0198,M,2013-01-02,stu00803@school.edu.kh,60.9
STU00804,Pen Sophary,CLS0408,F,2011-10-05,stu00804@school.edu.kh,66.2
STU00805,Vong Thida,CLS0405,M,2006-08-22,stu00805@school.edu.kh,70.4
STU00806,Mouk Sophal,CLS0094,M,2012-12-18,stu00806@school.edu.kh,75.4
STU00807,Vong Sreyla,CLS0025,F,2007-11-13,stu00807@school.edu.kh,75.3
STU00808,Khmer Sophy,CLS0071,F,2006-12-16,stu00808@school.edu.kh,67.2
STU00809,Ly Samnang,CLS0408,M,2012-03-18,stu00809@school.edu.kh,78.0
STU00810,Kong Theara,CLS0467,M,2010-04-06,stu00810@school.edu.kh,80.6
STU00811,Him Daro,CLS0222,M,2009-09-27,stu00811@school.edu.kh,73.8
STU00812,Touch Panha,CLS0403,M,2013-07-22,stu00812@school.edu.kh,84.6
STU00813,Mouk Sreynit,CLS0441,F,2009-03-14,stu00813@school.edu.kh,63.4
STU00814,Prum Sreypov,CLS0164,F,2014-01-14,stu00814@school.edu.kh,79.7
STU00815,Nget Channary,CLS0491,F,2012-05-23,stu00815@school.edu.kh,80.5
STU00816,Seng Vichea,CLS0495,M,2011-07-22,stu00816@school.edu.kh,68.4
STU00817,Khmer Chanthy,CLS0133,F,2008-09-30,stu00817@school.edu.kh,78.4
STU00818,Hing Boramey,CLS0205,F,2010-12-01,stu00818@school.edu.kh,68.8
STU00819,Prum Bopha,CLS0418,F,2008-07-26,stu00819@school.edu.kh,70.5
STU00820,Tep Pich,CLS0036,F,2007-03-06,stu00820@school.edu.kh,72.3
STU00821,Lim Sreynich,CLS0247,F,2007-03-12,stu00821@school.edu.kh,94.2
STU00822,Ly Sreyneang,CLS0434,F,2013-09-17,stu00822@school.edu.kh,91.2
STU00823,Mao Sokun,CLS0075,M,2010-08-02,stu00823@school.edu.kh,64.9
STU00824,Hing Sreypich,CLS0459,F,2007-11-19,stu00824@school.edu.kh,99.5
STU00825,Doeun Sarath,CLS0340,M,2008-02-19,stu00825@school.edu.kh,83.0
STU00826,Keo Chanthy,CLS0239,F,2010-08-05,stu00826@school.edu.kh,66.6
STU00827,Nhem Borath,CLS0278,M,2007-11-17,stu00827@school.edu.kh,62.5
STU00828,Nget Daro,CLS0497,M,2014-02-24,stu00828@school.edu.kh,61.8
STU00829,Pen Sothea,CLS0487,M,2011-01-20,stu00829@school.edu.kh,71.1
STU00830,Seang Sothea,CLS0449,M,2008-08-08,stu00830@school.edu.kh,98.9
STU00831,Seng Bopha,CLS0003,F,2010-12-21,stu00831@school.edu.kh,72.6
STU00832,Sorn Borann,CLS0021,M,2012-04-04,stu00832@school.edu.kh,79.8
STU00833,Vong Bunna,CLS0159,M,2006-10-26,stu00833@school.edu.kh,83.2
STU00834,Chan Chanpich,CLS0357,F,2013-03-05,stu00834@school.edu.kh,79.2
STU00835,Seang Vatey,CLS0024,M,2009-02-10,stu00835@school.edu.kh,89.3
STU00836,Sar Theara,CLS0303,M,2006-08-07,stu00836@school.edu.kh,94.2
STU00837,Ly Sokunthyda,CLS0472,F,2010-06-24,stu00837@school.edu.kh,88.7
STU00838,Kuy Sreynit,CLS0252,F,2013-09-11,stu00838@school.edu.kh,90.6
STU00839,Noun Theany,CLS0375,F,2009-04-27,stu00839@school.edu.kh,73.7
STU00840,Khem Theany,CLS0153,F,2010-11-09,stu00840@school.edu.kh,78.7
STU00841,Khmer Kunthea,CLS0499,F,2006-06-19,stu00841@school.edu.kh,64.6
STU00842,Khmer Piseth,CLS0194,M,2007-04-16,stu00842@school.edu.kh,81.6
STU00843,Pen Sreymab,CLS0031,F,2011-04-12,stu00843@school.edu.kh,79.4
STU00844,Him Sokunthea,CLS0134,F,2011-07-10,stu00844@school.edu.kh,61.9
STU00845,Seng Bunna,CLS0322,M,2012-11-10,stu00845@school.edu.kh,97.2
STU00846,Hing Bunna,CLS0367,M,2007-04-29,stu00846@school.edu.kh,91.7
STU00847,Noun Kunthea,CLS0367,F,2007-01-14,stu00847@school.edu.kh,77.3
STU00848,Phan Sopheak,CLS0233,M,2013-06-07,stu00848@school.edu.kh,85.9
STU00849,Sar Chantrea,CLS0307,F,2010-03-07,stu00849@school.edu.kh,98.2
STU00850,Sorn Sovann,CLS0457,M,2007-06-27,stu00850@school.edu.kh,97.5
STU00851,Ear Sokha,CLS0017,M,2010-04-16,stu00851@school.edu.kh,81.2
STU00852,Seang Kolab,CLS0175,F,2009-02-09,stu00852@school.edu.kh,62.5
STU00853,Phan Kosal,CLS0157,M,2012-05-11,stu00853@school.edu.kh,99.4
STU00854,Ros Chantrea,CLS0204,F,2008-11-17,stu00854@school.edu.kh,68.0
STU00855,Heng Leakhena,CLS0281,F,2009-01-22,stu00855@school.edu.kh,97.6
STU00856,Sar Leakhena,CLS0433,F,2008-11-04,stu00856@school.edu.kh,99.0
STU00857,Mao Bopha,CLS0286,F,2012-06-02,stu00857@school.edu.kh,63.3
STU00858,Prum Chanpich,CLS0137,F,2007-07-16,stu00858@school.edu.kh,99.2
STU00859,Ear Chantha,CLS0304,M,2006-08-07,stu00859@school.edu.kh,99.0
STU00860,Meas Chanthy,CLS0324,F,2013-06-14,stu00860@school.edu.kh,93.7
STU00861,Oun Nara,CLS0044,M,2008-02-14,stu00861@school.edu.kh,90.1
STU00862,Mao Socheata,CLS0246,F,2009-09-24,stu00862@school.edu.kh,83.2
STU00863,Ly Sreynich,CLS0466,F,2012-08-22,stu00863@school.edu.kh,72.4
STU00864,Khmer Sothea,CLS0149,M,2007-10-09,stu00864@school.edu.kh,82.3
STU00865,Sok Sokhom,CLS0325,M,2013-01-01,stu00865@school.edu.kh,82.4
STU00866,Touch Sophary,CLS0337,F,2009-07-19,stu00866@school.edu.kh,60.5
STU00867,Tep Sopheak,CLS0234,M,2014-01-23,stu00867@school.edu.kh,67.3
STU00868,Khem Dina,CLS0134,F,2006-05-19,stu00868@school.edu.kh,74.3
STU00869,Meas Chanreaksmey,CLS0291,M,2007-12-17,stu00869@school.edu.kh,62.9
STU00870,Prum Daro,CLS0460,M,2011-01-10,stu00870@school.edu.kh,87.0
STU00871,Noun Chanreaksmey,CLS0478,M,2013-10-26,stu00871@school.edu.kh,81.6
STU00872,Chhun Sreypov,CLS0083,F,2007-01-28,stu00872@school.edu.kh,62.7
STU00873,Sorn Sarath,CLS0270,M,2010-10-25,stu00873@school.edu.kh,91.8
STU00874,Pov Chanthy,CLS0185,F,2010-08-18,stu00874@school.edu.kh,99.5
STU00875,Khem Seyha,CLS0297,M,2010-06-27,stu00875@school.edu.kh,94.1
STU00876,Chhun Theany,CLS0284,F,2009-12-05,stu00876@school.edu.kh,75.3
STU00877,Ly Samnang,CLS0133,M,2011-01-16,stu00877@school.edu.kh,94.0
STU00878,Keo Rathana,CLS0401,M,2010-03-24,stu00878@school.edu.kh,71.4
STU00879,Seng Daro,CLS0330,M,2012-08-08,stu00879@school.edu.kh,63.5
STU00880,Oun Dina,CLS0050,F,2013-02-02,stu00880@school.edu.kh,60.8
STU00881,Nhem Sreymom,CLS0284,F,2014-02-02,stu00881@school.edu.kh,70.1
STU00882,Oun Sopheak,CLS0053,M,2013-12-12,stu00882@school.edu.kh,74.5
STU00883,Hing Chanreaksmey,CLS0439,F,2012-04-19,stu00883@school.edu.kh,60.9
STU00884,Saom Samnang,CLS0307,M,2012-12-28,stu00884@school.edu.kh,92.7
STU00885,Khmer Borath,CLS0058,M,2007-11-25,stu00885@school.edu.kh,98.4
STU00886,Seang Bunna,CLS0288,M,2010-11-04,stu00886@school.edu.kh,96.8
STU00887,Pov Dina,CLS0235,F,2011-02-28,stu00887@school.edu.kh,80.5
STU00888,Saom Seyha,CLS0342,M,2012-01-13,stu00888@school.edu.kh,65.7
STU00889,Doeun Dara,CLS0451,M,2009-04-01,stu00889@school.edu.kh,60.2
STU00890,Pen Chanthy,CLS0335,F,2008-07-14,stu00890@school.edu.kh,95.9
STU00891,Seang Rithy,CLS0421,M,2010-10-10,stu00891@school.edu.kh,93.1
STU00892,Chan Chantha,CLS0443,M,2007-05-12,stu00892@school.edu.kh,63.7
STU00893,Vong Borath,CLS0452,M,2009-12-05,stu00893@school.edu.kh,73.5
STU00894,Touch Seyha,CLS0286,M,2012-09-18,stu00894@school.edu.kh,86.2
STU00895,Mouk Sreynich,CLS0140,F,2013-07-14,stu00895@school.edu.kh,81.2
STU00896,Lim Sokun,CLS0065,M,2014-02-06,stu00896@school.edu.kh,96.9
STU00897,Khem Phirun,CLS0144,M,2010-01-16,stu00897@school.edu.kh,71.2
STU00898,Oun Sophary,CLS0106,F,2012-07-07,stu00898@school.edu.kh,69.4
STU00899,Oun Sreynit,CLS0261,M,2007-08-25,stu00899@school.edu.kh,93.1
STU00900,Chou Daro,CLS0489,M,2009-05-07,stu00900@school.edu.kh,64.8
STU00901,Tep Reaksmey,CLS0300,F,2013-09-24,stu00901@school.edu.kh,82.9
STU00902,Him Sreypich,CLS0250,F,2010-02-10,stu00902@school.edu.kh,66.4
STU00903,Chhun Sokunthyda,CLS0408,F,2012-09-20,stu00903@school.edu.kh,97.2
STU00904,Seng Chantha,CLS0097,M,2007-03-15,stu00904@school.edu.kh,69.9
STU00905,Sorn Sothea,CLS0166,M,2010-06-15,stu00905@school.edu.kh,99.8
STU00906,Pov Panha,CLS0190,M,2009-10-09,stu00906@school.edu.kh,68.1
STU00907,Heng Vuthy,CLS0245,M,2010-06-28,stu00907@school.edu.kh,61.1
STU00908,Heng Leakhena,CLS0282,F,2012-05-18,stu00908@school.edu.kh,61.6
STU00909,Phat Panha,CLS0188,M,2011-10-30,stu00909@school.edu.kh,78.5
STU00910,Sar Panha,CLS0278,M,2013-02-09,stu00910@school.edu.kh,85.4
STU00911,Keo Sreytouch,CLS0027,F,2007-09-25,stu00911@school.edu.kh,86.1
STU00912,Sorn Lina,CLS0295,F,2006-04-24,stu00912@school.edu.kh,61.7
STU00913,Ros Sokha,CLS0036,M,2013-01-27,stu00913@school.edu.kh,76.1
STU00914,Chea Sreypich,CLS0132,F,2013-03-15,stu00914@school.edu.kh,63.3
STU00915,Vong Rithy,CLS0399,M,2008-05-25,stu00915@school.edu.kh,78.4
STU00916,Oun Lina,CLS0038,F,2010-04-10,stu00916@school.edu.kh,71.7
STU00917,Oun Bunna,CLS0300,M,2012-07-11,stu00917@school.edu.kh,92.5
STU00918,Vong Chanrith,CLS0192,M,2013-12-29,stu00918@school.edu.kh,82.7
STU00919,Chan Makara,CLS0152,M,2013-10-22,stu00919@school.edu.kh,87.7
STU00920,Mouk Dara,CLS0014,M,2009-04-10,stu00920@school.edu.kh,74.0
STU00921,Ros Reaksmey,CLS0065,F,2013-01-26,stu00921@school.edu.kh,61.0
STU00922,Nget Panha,CLS0198,M,2012-11-25,stu00922@school.edu.kh,80.1
STU00923,Ear Chanrith,CLS0431,M,2007-01-05,stu00923@school.edu.kh,99.7
STU00924,Khmer Makara,CLS0122,M,2011-04-02,stu00924@school.edu.kh,96.4
STU00925,Khmer Kanha,CLS0274,F,2011-07-29,stu00925@school.edu.kh,66.1
STU00926,Sok Sopheak,CLS0346,M,2008-05-22,stu00926@school.edu.kh,80.1
STU00927,Mao Sokunthyda,CLS0018,F,2010-05-28,stu00927@school.edu.kh,67.5
STU00928,Ear Makara,CLS0466,M,2010-07-11,stu00928@school.edu.kh,79.7
STU00929,Khmer Pich,CLS0262,F,2006-10-02,stu00929@school.edu.kh,86.3
STU00930,Kong Sokunmony,CLS0097,F,2009-07-21,stu00930@school.edu.kh,84.2
STU00931,Touch Sokun,CLS0054,M,2010-03-08,stu00931@school.edu.kh,86.1
STU00932,Sok Phearun,CLS0017,M,2013-01-26,stu00932@school.edu.kh,97.8
STU00933,Chou Theany,CLS0451,F,2011-09-08,stu00933@school.edu.kh,74.2
STU00934,Pov Rathana,CLS0076,M,2012-01-30,stu00934@school.edu.kh,95.3
STU00935,Noun Sreynich,CLS0469,F,2010-04-29,stu00935@school.edu.kh,69.6
STU00936,Tep Chanrith,CLS0498,M,2009-06-17,stu00936@school.edu.kh,72.1
STU00937,Mao Sovann,CLS0431,M,2011-07-08,stu00937@school.edu.kh,86.0
STU00938,Ros Chanreaksmey,CLS0311,M,2008-12-28,stu00938@school.edu.kh,77.3
STU00939,Pen Chantha,CLS0043,M,2010-07-19,stu00939@school.edu.kh,73.4
STU00940,Saom Rathana,CLS0042,M,2013-12-03,stu00940@school.edu.kh,87.5
STU00941,Tep Channara,CLS0281,M,2013-06-09,stu00941@school.edu.kh,95.5
STU00942,Khem Bunna,CLS0141,M,2006-04-10,stu00942@school.edu.kh,60.3
STU00943,Noun Chanreaksmey,CLS0035,M,2007-08-18,stu00943@school.edu.kh,64.0
STU00944,Saom Dina,CLS0141,F,2013-05-09,stu00944@school.edu.kh,66.2
STU00945,Pen Boramey,CLS0417,F,2014-02-14,stu00945@school.edu.kh,82.9
STU00946,Sar Daro,CLS0089,M,2011-12-17,stu00946@school.edu.kh,60.5
STU00947,Tep Sreyneang,CLS0155,F,2013-04-04,stu00947@school.edu.kh,85.6
STU00948,Seng Daro,CLS0049,M,2007-04-22,stu00948@school.edu.kh,88.6
STU00949,Phat Sokunmony,CLS0463,F,2010-09-18,stu00949@school.edu.kh,89.5
STU00950,Kuy Sreymom,CLS0174,F,2007-09-17,stu00950@school.edu.kh,98.1
STU00951,Sorn Piseth,CLS0124,M,2007-04-24,stu00951@school.edu.kh,62.3
STU00952,Lim Sreytouch,CLS0098,F,2009-06-09,stu00952@school.edu.kh,64.2
STU00953,Hing Piseth,CLS0022,M,2011-02-08,stu00953@school.edu.kh,68.6
STU00954,Chea Sambath,CLS0278,M,2008-11-11,stu00954@school.edu.kh,68.4
STU00955,Ear Rithy,CLS0098,M,2010-05-25,stu00955@school.edu.kh,60.0
STU00956,Keo Lina,CLS0111,F,2006-12-04,stu00956@school.edu.kh,80.0
STU00957,Pen Samnang,CLS0127,M,2011-09-28,stu00957@school.edu.kh,99.7
STU00958,Ear Menghour,CLS0158,M,2006-11-22,stu00958@school.edu.kh,64.5
STU00959,Ros Kolab,CLS0030,F,2009-02-03,stu00959@school.edu.kh,93.6
STU00960,Saom Virak,CLS0334,M,2012-08-27,stu00960@school.edu.kh,84.9
STU00961,Hing Sreyla,CLS0480,F,2006-11-12,stu00961@school.edu.kh,91.3
STU00962,Kuy Sothea,CLS0374,M,2011-09-06,stu00962@school.edu.kh,70.8
STU00963,Prum Kunthea,CLS0216,F,2007-07-18,stu00963@school.edu.kh,89.4
STU00964,Khmer Rathana,CLS0041,M,2009-03-03,stu00964@school.edu.kh,91.9
STU00965,Khmer Kanha,CLS0337,F,2010-10-10,stu00965@school.edu.kh,86.0
STU00966,Keo Sophy,CLS0458,F,2010-02-28,stu00966@school.edu.kh,89.3
STU00967,Oun Phary,CLS0230,M,2013-05-08,stu00967@school.edu.kh,69.5
STU00968,Keo Phearun,CLS0138,M,2006-10-16,stu00968@school.edu.kh,78.5
STU00969,Chea Phearun,CLS0362,M,2011-12-25,stu00969@school.edu.kh,70.0
STU00970,Doeun Panha,CLS0478,M,2007-08-12,stu00970@school.edu.kh,85.6
STU00971,Sar Rith,CLS0142,M,2009-05-17,stu00971@school.edu.kh,83.8
STU00972,Tep Leakhena,CLS0391,F,2012-06-29,stu00972@school.edu.kh,92.1
STU00973,Phan Borath,CLS0432,M,2007-05-17,stu00973@school.edu.kh,76.3
STU00974,Prum Vuthy,CLS0203,M,2007-10-14,stu00974@school.edu.kh,61.9
STU00975,Heng Phirun,CLS0328,M,2013-10-24,stu00975@school.edu.kh,66.2
STU00976,Keo Menghour,CLS0096,M,2011-08-22,stu00976@school.edu.kh,100.0
STU00977,Ros Sokunthea,CLS0398,F,2012-09-21,stu00977@school.edu.kh,72.2
STU00978,Seng Chantha,CLS0138,M,2007-05-30,stu00978@school.edu.kh,97.3
STU00979,Sok Sreymom,CLS0163,F,2007-05-13,stu00979@school.edu.kh,86.0
STU00980,Yem Borath,CLS0377,M,2012-10-18,stu00980@school.edu.kh,84.2
STU00981,Sar Chanreaksmey,CLS0283,M,2013-12-18,stu00981@school.edu.kh,98.2
STU00982,Chou Panha,CLS0366,M,2013-07-10,stu00982@school.edu.kh,92.4
STU00983,Him Sreynich,CLS0012,F,2007-10-23,stu00983@school.edu.kh,99.1
STU00984,Heng Chanreaksmey,CLS0040,F,2008-12-06,stu00984@school.edu.kh,95.4
STU00985,Mouk Sreymom,CLS0445,F,2011-02-08,stu00985@school.edu.kh,87.0
STU00986,Kuy Sreypov,CLS0203,F,2012-05-22,stu00986@school.edu.kh,84.2
STU00987,Phan Sokunthea,CLS0306,F,2009-09-25,stu00987@school.edu.kh,92.7
STU00988,Khmer Socheata,CLS0132,F,2010-08-22,stu00988@school.edu.kh,70.0
STU00989,Ly Sreynit,CLS0091,F,2013-02-23,stu00989@school.edu.kh,74.6
STU00990,Phat Rathana,CLS0218,M,2013-07-14,stu00990@school.edu.kh,76.1
STU00991,Nget Lina,CLS0337,F,2009-06-20,stu00991@school.edu.kh,61.5
STU00992,Ros Sreynit,CLS0183,F,2011-05-10,stu00992@school.edu.kh,65.8
STU00993,Mao Sarath,CLS0453,M,2010-11-26,stu00993@school.edu.kh,69.0
STU00994,Saom Sophy,CLS0492,F,2013-06-18,stu00994@school.edu.kh,73.3
STU00995,Vong Menghour,CLS0186,M,2009-01-15,stu00995@school.edu.kh,79.8
STU00996,Pov Dalin,CLS0307,F,2008-12-02,stu00996@school.edu.kh,80.0
STU00997,Pen Sarath,CLS0038,M,2013-02-21,stu00997@school.edu.kh,85.6
STU00998,Sok Sreyla,CLS0022,F,2008-10-21,stu00998@school.edu.kh,77.3
STU00999,Nget Theany,CLS0121,F,2007-03-17,stu00999@school.edu.kh,93.2
STU01000,Keo Phirun,CLS0493,M,2013-03-25,stu01000@school.edu.kh,84.1
STU01001,Heng Virak,CLS0100,M,2012-12-23,stu01001@school.edu.kh,87.8
STU01002,Seang Chanreaksmey,CLS0460,F,2009-06-17,stu01002@school.edu.kh,75.6
STU01003,Chou Rathana,CLS0337,M,2007-12-01,stu01003@school.edu.kh,79.6
STU01004,Ly Phirun,CLS0022,M,2013-07-08,stu01004@school.edu.kh,65.3
STU01005,Sar Bopha,CLS0088,F,2010-03-12,stu01005@school.edu.kh,79.8
STU01006,Kong Sreytouch,CLS0160,F,2006-07-23,stu01006@school.edu.kh,69.4
STU01007,Doeun Sarath,CLS0294,M,2007-11-24,stu01007@school.edu.kh,64.9
STU01008,Saom Chanrith,CLS0104,M,2012-06-24,stu01008@school.edu.kh,61.0
STU01009,Meas Chanreaksmey,CLS0157,F,2010-07-22,stu01009@school.edu.kh,72.6
STU01010,Ear Panha,CLS0400,M,2010-02-26,stu01010@school.edu.kh,75.0
STU01011,Keo Chanreaksmey,CLS0241,F,2010-01-21,stu01011@school.edu.kh,79.3
STU01012,Pov Kunthea,CLS0278,F,2008-01-02,stu01012@school.edu.kh,66.1
STU01013,Kong Kanha,CLS0409,F,2011-03-01,stu01013@school.edu.kh,96.9
STU01014,Tep Chanreaksmey,CLS0496,F,2007-02-26,stu01014@school.edu.kh,81.4
STU01015,Lim Borann,CLS0031,M,2012-10-11,stu01015@school.edu.kh,77.7
